TIC_ID,Teff,e_Teff,ra,dec,d,e_d
88840705,4968,,262.5892326,40.36970343,45.0103,
219762508,5976,131.488,262.6052298,63.12302373,603.015,9.5615
219776325,5740.19,119.605,263.5433843,61.12129018,191.957,0.7715
88992642,6202,129.758,263.7581123,40.69505697,224.731,1.097
219778329,5809,121.651,263.8519514,64.38045209,70.2105,0.13425
88996391,4325.66,44.2312,263.9444545,36.1965953,,
441798995,3872,157,264.147791,77.12612177,82.1896,0.12405
321668398,6310,141.687,264.2630504,53.02124495,527.995,5.7555
321669174,3742,157,264.3030651,53.02570341,62.3446,0.08335
441797803,6530,122.291,264.3790182,73.26108755,339.455,2.765
270515566,5844,126.394,264.454111,47.23024691,294.398,1.8245
320525204,6040,132.764,264.961577,56.07891625,121.182,0.27
332477926,3849,157,265.5943747,57.44782394,81.5511,0.15135
165527918,5619,133.113,266.1336186,54.09113489,178.427,0.591
165530380,6328,129.745,266.4064689,59.51416552,250.998,1.528
233211762,,,266.6862177,70.7843862,123.834625,
165551882,3429,157,266.7662563,57.22476105,48.049,0.06325
165554103,5373.01,107.376,266.9318201,55.87279519,135.723,0.602
308172249,4984,124.134,267.284975,29.87909487,298.214,1.4135
341815197,5274.27,126.47,267.307159,54.41594741,187.927,0.6635
116159262,,,267.3546078,40.45737948,250.755,1.8115
341815767,6610,128.134,267.5200379,54.63617826,160.295,0.51
116242971,6350,133.692,267.6404913,36.57022326,368.03,3.1315
356311210,5897,130.326,268.0160957,53.73062039,199.964,0.8515
116264089,5489,139.399,268.0292438,37.54617695,231.337,1.2955
219821826,5980,128.233,268.0294017,62.79097322,455.408,5.3135
159742538,6184,138.383,268.3043712,37.21182947,515.98,6.935
233047097,5817,128.49,268.6609443,60.35645313,677.874,5.2985
159815224,6069,123.928,268.82421,40.16750243,262.427,1.5895
233059608,6603,110.395,269.8072281,64.1425771,66.3631,0.14805
233066156,6582,131.119,270.2775297,61.34714678,713.878,17.9285
233068569,5574,121.315,270.5582023,63.54961895,322.09,2.2635
233071926,4875,125.97,270.7391709,60.41732545,101.084,0.1965
233071822,4435,120.688,270.8065503,60.67564954,70.1306,0.0875
75656058,6528,,270.8987026,38.07354093,420.268,
229586455,4176,123.75,271.3690961,75.14524815,138.272,0.32
233078665,6748,125.15,271.6119265,62.17672979,1119.32,31.54
75878355,4406,123.336,271.9351999,39.07414557,22.6202,0.01595
233087860,4534,127.598,272.2039491,60.67819001,58.5946,0.0779
298647682,4763,130.968,272.2646059,53.21763375,40.6988,0.03935
288516853,6358,136.905,273.4966412,80.65827117,156.777,0.6685
233120979,5273,,273.5294067,62.85825625,185.952,
76197937,5085,122,273.7027603,37.630111,600.502,8.152
356978132,6499,129.287,273.7816305,56.87827405,205.933,0.7935
23059280,4882,123.99,274.143862,34.17305129,244.755,1.1275
76419763,5833,144.943,274.4054698,36.62143572,303.336,1.8015
229608594,4239,119.935,274.5117718,74.46682426,84.1738,0.1599
424435940,6034,125.368,274.7010544,45.17201643,290.404,1.819
406855039,5668,127.096,274.8705488,71.2485466,238.675,1.6105
233688779,5700,124.356,275.3936645,62.36878967,139.078,0.4345
356867115,4781,115.509,275.8631336,71.58137836,90.8693,0.18925
233720539,6454,121.909,276.3792713,63.4881004,617.233,10.1765
233721037,6395,125.712,276.3941461,64.63673469,203.217,1.1105
367855829,5697,128.002,276.867998,73.26449958,172.284,1.5885
353782445,6155,123.416,276.9379756,55.75563546,143.031,0.3945
1551345500,4415,124.062,277.2918949,55.31315158,87.2876,0.20525
289164482,3943,157,277.4593956,40.54103251,48.876,0.05795
233735068,5273,122,277.476887,61.04946493,364.477,3.2885
288631580,5977,130.565,277.9249776,82.30574332,122.494,0.307
298663873,5739,129.475,277.9437126,56.65085199,116.685,0.2665
298666530,,,278.3998148,58.20494479,151.383,4.632
27848472,6352,144.166,278.6317733,35.66152478,231.161,1.6365
229715760,5776,135.044,278.9894103,70.16082855,711.751,7.3315
359496368,3897,157,279.0996348,55.39196508,36.7224,0.0276
157586003,5835,122.503,279.2624236,40.01868945,610.176,8.8895
288636342,6554,144.208,279.4644882,78.61113017,341.119,3.8725
288636599,5857,153.62,279.7444146,79.23830696,372.335,3.3275
229742722,6415,131.285,279.8316153,69.52292495,224.385,1.167
229747848,5424,119.132,280.3267614,70.28994074,147.476,1.0425
229750058,5521,123.801,280.6792025,66.30291716,285.509,1.699
229650439,5259,124.768,280.9241668,74.93760321,110.513,0.25
232635922,3759,157,281.1371461,54.95011124,84.0287,0.3351
336128819,3384,157,281.1765245,36.56236821,33.3631,0.06425
233541860,4006,121.607,281.1981946,62.68539965,44.3531,0.0525
123233041,6179,25,281.2881207,42.45108098,1021.87,14.575
232641326,7013,125.758,281.4491427,56.38169393,639.003,9.7765
48018596,5660,124.128,281.5766148,50.49235014,126.279,0.395
424391516,6311,146.415,281.5773694,75.30325652,242.537,1.347
336267424,6835.31,137.219,281.6618922,41.56005254,772.026,26.103
232650365,3340,157,281.7677034,54.91037358,62.5534744,
288735205,4699,129.561,282.1002971,79.25604472,118.106,0.3735
229770036,4496,127.972,282.1741882,70.83969714,101.713,0.5015
394029948,6073,133.958,282.2290403,78.56885796,182.323,0.7245
48188920,6592.19,178.924,282.4207835,48.09894548,292.83,2.091
232679662,,,282.4745335,55.26642551,875.061,74.2245
123495874,5883,146.406,282.6296555,46.32333139,722.795,6.5885
233602827,3959,157,282.7377705,64.4191998,99.5561,0.1172
394050135,6042,135.971,282.7951668,82.24543379,335.985,2.417
237184773,,,283.4897823,37.3806364,105.334,0.5865
237185205,6800,134.447,283.5266903,37.72002396,355.809,2.417
229781583,3692,157,283.5356465,69.63330099,80.0982,0.11875
236815160,,,283.637491,59.76306598,,
233617847,6550,121.584,283.794511,64.5313395,237.152,2.6445
229787062,5392,,284.0228404,70.25416054,368.055,
267574918,,,284.4139319,53.50925047,24.7359,0.0434
229791084,6023,120.688,284.443974,69.57085187,559.068,6.021
233633993,4410,124.828,284.7675101,60.15419287,146.594,0.5245
230375747,6511,126.577,285.0206755,63.42983746,876.378,44.53
230377505,5617,125.124,285.2057355,60.23389142,161.185,0.657
164892194,6041,143,285.2408476,46.66824025,1005.84,14.19
1716467085,6020,139.312,285.5964304,42.50734725,222.25,1.588
235678745,3746,157,285.6330443,75.41860529,41.9176,0.05
230386259,6189,125.318,285.7285595,63.94890425,384.225,3.58
230386397,4316,115.142,285.7858728,64.22997953,95.3985,0.1655
230387153,5337,124.039,285.9215176,65.78539922,202.265,1.2415
377191482,5054,122,285.9370886,59.1640547,386.266,4.2045
120757718,5242.82,110.777,286.0410483,36.63262386,159.658,0.733
158170594,5832.83,96.06,286.1103154,43.68093099,1086.24,19.16
362220495,,,286.2227,79.7553,,0.288849
405717754,5967,137.808,286.2434254,50.04035317,881.386,9.7485
158276040,6479.33,,286.5500979,44.08088106,283.025,
377290815,6306,122.849,286.5930918,56.62949144,285.002,1.661
120960812,6212,132.796,286.6383931,39.48787721,243.249,1.4055
1718201850,,,286.7471369,71.71218278,125.308,16.6305
258777137,5599,,286.7473992,71.71230205,112.868,
258777134,,,286.74788,71.7136,,
399860444,5854,101.623,286.8084913,49.31641414,215.32,1.0445
377293776,3407,157,286.8534767,59.08593272,22.4467,0.01315
158324245,7986.07,177.197,286.9714153,46.86831422,519.096,29.1045
258801269,6004,116.883,287.0250388,66.29075046,370.791,5.6625
377304435,6314,134.753,287.050197,55.30367119,504.976,6.2375
416195870,5040,134.474,287.2419954,57.34418289,141.755,0.5485
235683377,3328,157,287.2908051,74.17228352,41.1659,0.06165
258829450,,,287.6664989,66.76816178,304.865,12.8035
229938290,5406,128.465,287.6809809,64.15334199,88.3983,0.19485
158561566,6378,25,287.708814,47.33305,,
258871793,5954,124.618,287.8947789,66.32812926,627.627,6.267
229940491,5730,122.969,288.04946,63.65696594,338.948,3.4525
284361752,6424,132.667,288.1084382,54.64048864,191.396,0.7605
229944666,5290,129.841,288.3848372,62.20306766,151.654,0.5295
229951289,6011,123.135,288.6754488,60.67103145,165.808,0.7695
421308357,6595,126.984,288.8181153,57.76055826,531.96,7.076
299158887,5497,138.833,289.2261924,49.54818079,194.033,0.954
30329585,6229,129.797,289.2387368,31.32376929,216.517,1.216
243313296,3412,157,289.5127183,56.23605113,43.5829,0.06555
159107668,5826,155.529,289.7397132,44.64739379,546.522,24.466
243335710,6531,126.232,289.8615919,59.67011128,982.768,14.239
122220263,6277,125.754,290.020843,36.6377055,170.732,0.812
1884091865,4067,118.044,290.1084649,61.08505147,83.7441,0.15465
420112589,3248,157,290.1738575,73.19542645,30.5212,0.0391
420112587,3212,157,290.1738721,73.19634575,30.5373,0.04315
230001847,4784,122,290.6199861,60.85386116,536.046,5.9135
284450803,7518,143.249,290.7089125,56.61544731,299.294,3.7665
235905185,5565,123.891,290.8774512,78.7541956,479.529,2.4965
417676622,5875.23,137.941,291.0323584,49.04025783,144.166,0.435
24364065,5246,122,291.120506,33.27371319,500.014,7.3165
284477310,6021,127.797,291.1261177,56.88126627,244.804,1.493
284475976,6148,140.763,291.1623398,55.4731477,454.144,4.423
259126549,6403,,291.4118396,69.1130073,383.166,
230017324,4665,128.1,291.4651496,61.77625295,92.4381,0.1706
230017325,6012,128.603,291.4691838,61.77610631,615.12,10.067
284564230,6610,126.134,291.5238944,58.51008318,315.323,2.138
259129875,7111,125.548,291.880214,68.01466189,576.745,8.5765
350995812,12433,137,291.9213834,36.52987179,438.395,10.886
26547036,5842,129.228,292.1666485,53.48732153,109.19,0.321
352239069,6164,124.309,292.1960689,58.61475682,247.074,1.2355
424865156,6532.23,109.214,292.2473076,47.96950451,341.079,2.414
21755546,11787,144,292.2867916,30.29733617,411.307,6.9
259168516,3231,157,292.3133807,65.97436723,37.2209,0.06155
229400092,5592,125.216,292.4586256,62.52921529,265.471,1.367
287190564,8807,168.233,292.5051812,54.1085105,686.879,13.8835
287196418,6982,132.697,292.7341238,59.40385109,280.948,1.884
259172391,6240,153.608,292.7676755,71.49738735,215.246,1.077
237201858,6863,212.202,292.8235356,72.53826422,233.507,1.0275
237200747,5051,131.423,293.0327081,74.89113284,171.138,0.664
379931600,,,293.4273331,29.59629733,,
26880783,9598,143.098,293.4435926,53.46455811,595.288,12.256
138361973,6084,123.118,293.7649964,37.53893075,153.743,0.593
235937532,6570,124.772,293.9146821,81.5547932,603.172,12.441
229455001,6179,124.697,294.2910844,60.88138251,114.39,0.415
237211410,7020,168.077,294.3759143,74.78224594,242.63,1.4795
264171144,6683,142.661,294.3898478,66.97149482,179.493,0.8425
69679391,9032,130.136,294.661397,31.21922658,136.426,0.8115
378159598,8153,139.071,294.7226998,41.56512855,556.813,8.3835
69997672,6244,124.759,294.8241047,31.95815979,233.369,5.819
138968089,5854.65,147.439,295.1011006,40.98669336,435.255,4.5665
400430915,6728,124.971,295.3822089,57.32566198,1152.5,26.175
235943205,6140,128.245,295.9276257,78.72594967,189.22,2.138
237222864,5126,124.385,296.2443284,74.06273705,65.9501,0.1013
229490898,6704,,296.2573635,64.79194423,608.57,
264303333,5729,149.042,296.3552986,67.31107029,142.086,0.433
258389327,6180,135.714,296.710087,70.07194451,543.564,6.4005
229510866,6122,124.721,297.215873,64.35434978,302.819,3.502
169177766,10038,124,297.3000296,41.32683992,602.899,13.5555
237232044,5236,125.328,297.4002608,76.13908381,85.8034,0.2054
280031353,5607,158.447,297.4159781,68.88334376,221.705,1.0125
83210867,5997,149.891,297.4593296,34.82961842,246.798,1.7075
28230919,4777.56,112.867,297.7093644,48.08086038,37.7647,0.03365
267489265,7880,136.236,298.7813369,54.7815345,286.668,2.913
101929303,7550,148.549,299.2738442,35.9883563,482.763,6.2675
268823307,6295,102.649,299.4070353,44.03505265,899.777,16.4775
172370679,3854,157,299.4266476,40.14326518,128.438,0.25
405763009,3323,157,299.4390451,56.970593,32.6094,0.0435
256621916,,,300.4883193,60.2464387,,
293954617,5064,119.118,300.6142639,53.37681548,41.1706,0.0414
356158613,,,300.707846,39.66814924,56.3228,0.0867
294176967,7734,126.447,300.8051551,52.04086518,880.107,28.165
294179389,5938,140.766,300.8385704,53.29568221,247.975,4.665
294179385,6075,137.553,300.8422542,53.29423852,289.372,2.668
89389197,5075,122,301.177679,30.40989991,419.435,5.153
89510024,,,301.3177251,30.67069631,2320.13,719.26
274762761,2972,157,301.3475332,38.23080798,,
89643259,7505,,301.4108424,33.04922799,501.963,
233390838,6666,136.326,301.5592895,59.49086382,236.568,1.558
405904232,6349,125.442,301.5625793,52.16412933,316.176,2.1845
89759617,7965,194.328,301.5646775,35.58840507,624.639,21.972
41330864,6220,163.043,301.7104189,38.43103919,274.162,2.1655
185405474,6897,142.989,301.7176342,45.49919605,387.708,3.995
294471966,5180,101.324,302.0013941,51.36190732,133.863,0.4375
269701147,5461,118.635,302.0239791,66.85057654,53.6089,0.0732
42123111,11348,127,302.220067,38.24522889,1276.26,57.545
43064903,3145,157,302.6674623,40.66899793,24.5209,0.03105
402898317,4455,125.547,302.7380077,70.8694158,82.7982,0.1586
92783821,7396,174.003,303.0173812,35.52466442,524.29,8.182
186000935,5992,131.126,303.0732143,44.49620313,156.338,0.539
312083267,8715,408.005,303.2952193,36.72548756,457.792,7.786
236887394,4910,108.354,303.3817402,65.16208081,185.615,0.801
11111899,7273,,303.8248002,36.65180277,303.313,
202563254,7947,323.739,304.0342446,31.92565802,238.726,1.703
236934268,5781,137.012,304.2664885,65.15356979,204.888,1.107
236934937,3869,157,304.2989144,65.87100109,69.3787,0.10095
258510872,6232,123.245,304.6652174,66.15597068,560.901,6.507
203189770,8324,258.858,304.8000207,32.58104513,470.878,6.3855
13419950,8422,196,305.2893133,41.46235738,348.481,6.6785
233953967,6415,152.793,305.3951158,56.46262586,598.635,7.655
233951353,5885,201.605,305.4131065,58.14118682,141.133,0.7425
258514800,5466,121.494,305.4743133,70.94379445,125.463,0.336
13684720,3275,157,305.5380227,36.06457195,67.9631,0.1825
364074068,3756,157,306.329027,77.63618758,86.7159,0.11135
277014266,6318,134.486,306.4259224,53.56163235,543.011,7.554
15247229,8263,157.941,306.7308196,38.93226035,347.452,4.149
199376584,6125,122.222,306.7413249,33.7444513,80.6665,0.19125
15565627,6555.54,142.013,307.0166783,39.87718953,434.962,5.073
237071229,6308,190.398,307.0229066,61.8714962,276.053,1.562
408203470,3446,157,307.2113344,33.41446683,89.21544,
16102323,,,307.3366006,37.50858038,827.868,23.69
237086564,4201,125.587,307.3958855,61.55043263,86.5783,0.1684
16740101,9550,162.15,307.8598058,39.93882365,204.455,1.57
276380902,9603,251.862,308.0657658,58.32891201,799.447,25.305
387259626,6600,144.725,308.6699249,66.44029436,245.692,1.151
352764091,5891,124.622,308.7472955,63.47531793,92.7225,0.23245
161450762,,,309.2758521,32.47101929,,
387260717,7257,418.669,309.3486846,70.95417544,161.088,0.778
416624606,5915,191.017,310.0380295,50.32391182,335.203,3.774
315755496,4772,122,310.3315274,82.43526609,583.511,7.1165
277507814,6588,247.617,310.9535824,59.57660324,278.771,1.735
277566483,12308,144,311.1946057,54.50218424,4772.59,1787.66
387413037,6745,164.607,311.2366371,69.15187525,305.758,1.911
267561446,3855,157,311.5132524,56.86633897,110.246,0.224
365683032,9224,163,312.1799089,51.91068145,245.776,2.9185
387527558,3514,157,312.3266436,70.7963538,82.1294,0.20165
365733349,6180,362.01,313.1665785,65.60907873,114.865,0.3215
365673804,6439,119.798,313.3387408,64.22893912,99.4495,0.25155
364186197,6594,709.208,313.5108771,72.58052171,139.484,0.4175
195199644,9067,122,313.5364662,37.7893577,1139.32,36.615
279177746,9706,667.886,313.8851595,46.50207134,464.209,8.1325
236445129,6430,139.015,314.2684944,31.66100824,444.586,5.5075
367102581,9024,335.206,314.2686992,78.67481944,303.976,9.687
330332501,6585,233.752,315.1104213,46.06054834,397.905,4.9305
330468175,8999,297.444,315.1661844,47.78599047,533.615,8.445
357457104,,,315.540896,45.77574083,,
387834907,,,315.6690663,70.08030723,,
375506058,7575,145.111,316.2036028,55.58791928,148.925,1.027
343628284,3391,157,316.3241299,57.77137353,73.3345,0.17285
274170255,5197,122,316.4462201,46.84513927,305.674,2.7495
165523947,8542,204.654,316.8138879,40.16718733,697.116,12.704
274662200,3526,157,316.8670851,46.86495131,41.9934,0.04955
265146266,6049,,316.8924689,74.38312968,394.556,
357972447,7387,515.615,316.9559171,50.50093247,254.401,2.292
358631536,9622,756.216,317.5754356,48.46428758,400.034,10.639
367099243,6855,525.564,317.7295558,72.61541543,244.318,1.586
136848581,5155,122,317.747943,43.5519525,285.36,2.3665
136971594,5717,132.412,317.9666862,43.59286004,158.181,0.7595
388076005,6001,125.845,318.0491788,68.05234528,113.845,0.291
137284119,8321,197.527,318.2350927,46.2680739,453.744,6.4355
313761775,6298,299.76,318.3478198,56.94381476,320.06,2.6215
167098530,5175,119.473,318.6268147,40.01668481,73.6326,0.1672
167092385,,,318.724637,38.094239,343.728,
275722992,9976,352.03,318.7849903,44.89971306,737.108,18.431
314338017,8522,122,319.1449944,58.77282964,792.79,17.6605
167403519,,,319.325008,38.104849,340.289,
275501623,10445,124,320.1160676,61.12023326,356.681,5.825
13499636,5518,130.133,320.2016468,28.05574493,138.591,0.823
163539739,3841,157,320.4789187,35.64882678,75.5759,0.15495
277447970,7050,166.725,320.829507,52.81473533,339.994,3.1195
266688542,6854,347.867,321.0238843,46.38474181,339.736,3.9305
468472950,6301.26,135.163,321.2832384,40.88785091,279.953,6.32
321688498,3863,157,321.599668,68.64035581,58.0924,0.0729
316402246,8014,142.076,321.9733887,54.51974507,265.402,2.8785
416987878,8342,285.19,322.8921287,50.320725,594.193,10.8995
274942910,4361,121.914,322.9255754,41.79699996,52.4946,0.0719
321857016,5387,136.579,322.9413228,66.34886748,201.918,0.9145
275111900,,,323.2068889,39.07223244,285.587,
240450679,9917,190.36,323.527352,46.93178871,713.725,18.6495
387664866,6504,318.458,323.5486252,50.48150008,402.661,4.927
387664868,7083,149.333,323.5503671,50.48185224,645.841,12.841
365389353,7495,195.354,323.8645651,51.32355842,523.373,12.7995
322054600,6713,189.734,323.8702039,68.98736393,304.408,2.3795
316468545,5985,155.519,323.9080797,65.43752707,113.725,0.3925
322062001,6782,,324.2389261,69.283953,376.423,
266593143,5336.96,105.031,324.5363798,30.48873488,92.3831,0.48265
405794804,8009,436.884,324.7143091,65.03915669,315.386,2.524
190430205,9222,179.041,324.9225303,46.220223,1013.56,29.319
190442486,7465,170.391,324.935469,41.95078588,365.168,3.815
395171208,6696,240.569,325.0145999,48.40681262,200.492,1.195
322202434,5521,182.188,325.3244335,68.80707659,133.496,0.4335
190743990,6026,128.93,325.7871587,45.64689651,240.012,1.8065
331034236,6338,144.451,326.0917938,58.55168181,236.734,1.4865
240613164,,,326.3052424,45.81256774,4984.88,921.355
264544388,6996,129.479,326.4378309,79.61385982,134.912,0.4745
408636441,3960,157,326.8532929,62.75386139,40.0654,0.0423
384045439,5113,122.439,327.2746834,53.29372447,78.3164,0.1766
345996087,7537,188.84,327.4800905,44.08013307,398.627,4.673
410528770,5647,144.227,328.2157391,60.56910509,387.982,4.5045
276360911,7184,558.217,329.0533551,55.7409626,285.666,2.732
350132371,5995,180.531,329.0908843,68.99818864,153.904,3.6525
256886630,9003,188.673,329.3850204,41.4495095,301.421,3.148
256783784,5587,126.424,329.4015648,36.32159259,95.1757,0.39625
162130054,6802,129.067,331.1176818,31.01877402,302.295,3.712
470127886,6664,265.108,331.1170527,81.56594012,276.105,1.5315
372264750,9218,636.132,331.307473,66.77526408,248.148,1.6655
326114850,6194,130.441,331.5696245,52.70193652,231.273,2.5675
328167090,5773,122,331.6634802,55.6862953,235.218,1.7195
334811204,7577,491.581,331.7017944,63.59906015,514.968,6.0355
328750515,7577,141.504,332.2870683,57.93894405,482.603,9.0575
329148988,3546,157,332.5630882,58.70618331,42.409,0.047
335483600,12590,139,332.6136408,63.55056173,893.093,285.67
329277372,,,332.6303594,57.28232817,74.2281,7.3284
329145325,7274,508.928,332.7126916,59.65059333,351.079,3.241
353038705,,,333.1319386,31.36467779,,
430528566,6515,142.019,333.1712299,52.9009626,248.79,2.1445
329864959,,,333.244967,53.984528,324.346,
119700084,5427,141.322,333.2529679,37.62773879,115.417,1.1235
470159478,6542,,333.3114589,81.73971996,293,
430677414,8217,270.754,333.6697758,53.23961363,195.542,1.4165
343019899,5769,146.508,334.5036965,54.31899963,146.858,0.6835
336740528,6754,,334.7384336,61.14893307,315.04306,
199444169,4507,121.747,334.8832427,42.56026935,72.7512,0.1604
431148743,,,334.9813587,53.66250803,1610.79,205.365
395142888,8129,122,335.3008552,59.56082161,975.533,39.1355
164150537,5669,124.553,335.7419711,30.57322362,521.117,6.244
164150539,5772,123.216,335.7535293,30.57271005,244.043,3.7655
164173105,7164,169.486,335.825247,35.03500005,151.528,1.042
375850439,11265,684.094,336.2950557,67.97118426,809.88,24.473
197650870,8332,129.876,336.7050508,52.22785669,1026.12,56.009
414870287,3686,122,336.8726981,59.43380009,2509.86,350.175
120602501,5717,133.516,337.6864502,40.00396614,118.59,0.437
468845640,4706,120.532,337.8334878,53.79597144,102.931,1.5595
452803785,6109,156.124,338.4348955,52.63633515,209.69,1.336
64553698,6357,193.273,338.4525667,57.56351145,194.993,1.2205
64836837,9195,234.986,338.7965768,55.03104903,705.851,19.4175
128501004,5793,167.623,339.0337782,37.84079398,129.284,1.5525
428065977,6928,149.786,339.120292,52.11575889,289.116,4.3655
415741431,8326,230.842,339.1443953,58.27607296,852.233,25.219
249812036,8224,161.894,339.7855066,49.42657825,547.399,9.159
115771549,,,339.8159627,33.88948623,83.2324,
455962313,,,340.036593,65.439728,184.762,
376637093,6485,136.004,340.0844209,69.50373699,247.054,1.361
376682699,9218,397.909,340.3522063,69.07444823,544.233,7.681
431156009,6294,142.755,340.3954515,51.96521659,195.022,1.5465
376838000,10596,671.736,340.9095043,69.0919169,451.796,6.61
66445643,9623,151.826,341.3863133,48.16158474,648.398,19.9495
343442463,7976,178.945,341.5186122,55.16294319,239.688,2.551
377420580,,,341.9647583,60.17363467,89.156,
66783360,6483,147.889,341.9707819,49.91806991,252.396,3.0125
377144784,5017,122,342.4431258,68.25105686,396.201,4.0995
67309890,6190,135.264,343.1563751,48.55008471,368.134,5.24
371673488,8911,721.175,343.2331796,59.85096046,405.174,4.5835
389182138,5256,125.841,343.6357525,54.16177132,115.746,0.4265
427320001,7184,121.907,343.8538455,70.29728399,86.1058,0.19105
129539786,6550,167.119,343.9539247,39.64523874,195.858,1.1855
252490659,6503,168.023,344.3597897,53.14088957,366.242,4.5155
346338552,6051.18,106.535,344.4451846,38.67509872,158.979,0.971
346418409,4993,127.12,344.6100927,39.65887602,112.383,0.459
418959198,4528.99,104.619,344.9072479,36.51764328,86.8203,0.2944
155001079,9431,214.831,345.1554381,46.0325514,594.987,15.9325
155005217,9139,167.749,345.2438354,42.54931756,516.299,21.2785
434718964,,,345.4880663,64.06733664,,
155114483,8728,161.561,345.7483838,44.56488734,275.493,2.3225
252616865,6720,174.096,345.9946574,52.56264795,318.277,2.953
455791689,,,346.3474147,46.90312834,454.3057,119.268
2041563029,,,346.5174592,43.89879493,72.6157,7.92175
252636888,5855,146.385,346.5184006,52.78709038,530.347,8.8575
314835525,6054.72,144.954,346.9096694,56.69451457,571.487,9.0355
313506357,6254,136.648,347.7572623,45.93368961,178.003,0.896
283722336,4884.29,142.835,348.3207282,57.16835459,6.53127,0.003845
377739433,6524,188.427,348.5738265,65.95794631,500.543,7.8005
173612049,5999,169.796,348.5815702,44.50885091,165.589,1.0385
417705690,5420,119.484,348.6074566,76.93427624,130.543,0.5625
367607434,5119,122,348.8750086,46.5759884,161.65,0.792
427654774,3453,157,349.2873388,70.19002051,83.8106,0.3077
422656370,5778,186.227,349.6717574,68.2992142,367.355,3.4215
318746829,3068,122,349.7186368,56.00861269,2537.64,506.585
317397615,5182,122,349.7964196,75.01794428,423.272,4.72
319068154,9500,,350.1088666,55.5241238,581.487,
269238073,6153,155.505,350.2324762,62.16114393,196.55,1.0125
428988981,5452,126.524,350.2513988,79.44144787,105.806,0.2765
269509393,6221,156.426,350.3733714,60.17558739,275.906,2.0795
174041208,5366,157.99,351.0175868,43.37687072,114.046,1.063
317507345,7403,179.391,351.1744651,77.6271016,260.494,2.111
125442121,7128,132.115,351.5797035,38.55297509,460.951,7.9325
270238522,7521,180.212,351.6484601,64.30472169,242.006,1.9745
317597583,5427,117.871,352.0167664,75.55275492,66.0929,0.12895
174302697,6750,178.876,352.1782481,47.34951982,169.851,0.914
427761355,9918,1388.77,352.2676029,67.03482718,225.888,1.678
427730490,5019,166.044,352.2741211,71.50636448,144.717,0.492
333473672,5914,125.339,354.2412066,39.63941313,155.141,0.66
367858035,5169,121.543,354.7430201,75.68512336,96.6215,0.34215
176899385,6893.36,147.538,354.7742089,42.46597319,275.358,3.5905
176860064,,,354.8366797,45.71989671,41.2482,
345143460,5053,119.873,355.2465623,57.48539004,100.051,0.2983
272049972,6728,,355.4166462,62.9215158,294.851,
409520860,6104,121.294,355.4518935,37.18663539,241.296,2.4755
272625214,6651,139.872,356.318427,62.14269621,304.76,3.193
272828463,7856,606.108,356.5887565,60.48703642,431.14,4.9715
366074069,6146,188.915,356.7706571,69.04957072,317.752,2.623
177244357,6034,121.719,356.9957578,47.65568628,160.251,0.6395
431514478,10012,185.641,357.001182,49.79053481,294.237,3.405
470709084,6370,122,357.3681049,61.68276026,337.288,3.4055
431585347,9238,145.094,357.6740882,50.35498625,605.832,14.031
378291076,6594,142.303,358.2135252,61.36032194,207.505,1.044
378355116,8124,221,358.2483997,60.48166422,,
470852531,6587,163.934,359.7408318,61.55414642,269.476,2.3625
265460043,6258,129.51,359.8527254,68.38410822,179.828,1.266